Filename,XPath,Suspicious Number,Context 
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[1]/did/unittitle, 1949-1950,"<title render=""italic"">Request for State Appropriations for Operations for 1949-1950 and 1950-1951</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[1]/did/unittitle, 1950-1951,"<title render=""italic"">Request for State Appropriations for Operations for 1949-1950 and 1950-1951</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[2]/did/unittitle, 1953-1954,"<title render=""italic"">Appropriation Request for 1953-1954 Building Construction and Building Rehabilitation at the University of Michigan</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[3]/did/unittitle, 1954-1955,"<title render=""italic"">Appropriation Requests of the University of Michigan for the Fiscal Year 1954-1955</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[4]/did/unittitle, 1954-1955,"<title render=""italic"">University of Michigan Appropriation Request for 1954-1955 for Building Construction, Remodeling and Additions, and Special Maintenance</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[5]/did/unittitle, 1955-1956,"<title render=""italic"">Appropriation Request for 1955-1956 for Building Construction, Remodeling and Additions, and Special Maintenance</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[6]/did/unittitle, 1956-1957,"<title render=""italic"">The University of Michigan Requests a Separate Appropriation of $1,005,000 for Research and Service in the Utilization of Human Resources for the Year 1956-1957</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[7]/did/unittitle, 1957-1958,"<title render=""italic"">Summary of 1957-1958 Appropriations Requests for Operations</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[8]/did/unittitle, 1957-1958,"<title render=""italic"">The University of Michigan Needs an Increase in Legislative Appropriations for Operations of $6,621,458 for 1957-1958</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[9]/did/unittitle, 1959-1960,"<title render=""italic"">The University of Michigan Needs an Increase in Legislative Appropriations for Operations of $6,788,270 for 1959-1960</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[10]/did/unittitle, 1960-1961,"<title render=""italic"">The University of Michigan Needs an Increase in Legislative Appropriations for Operations, of $5,827,718 for 1960-1961</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[11]/did/unittitle, 1962-1963,"<title render=""italic"">The University of Michigan Requests a Legislative Appropriation of $43,620,652 for Operations during Year 1962-1963</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[12]/did/unittitle, 1965-1966,"<title render=""italic"">Appropriation Request for 1965-1966</title>,  [Draft]"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[13]/did/unittitle, 1967-1968,"<title render=""italic"">Request for General Fund Appropriations for Operations 1967-1968</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[14]/did/unittitle, 1970-1971,"<title render=""italic"">Request for General Fund Appropriations for Operations 1970-1971</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[15]/did/unittitle, 1970-1971,"<title render=""italic"">Summary of the Request for General Fund Appropriations for Operations 1970-1971</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[16]/did/unittitle, 1971-1972,"<title render=""italic"">Request for General Fund Appropriations for Operations 1971-1972</title> (Ann Arbor, Dearborn, and Flint),"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[2]/c04[1]/did/unittitle, 1968-1969,"<title render=""italic"">Request for General Fund Appropriations for Operations 1968-1969</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[2]/c04[2]/did/unittitle, 1969-1970,"<title render=""italic"">The University of Michigan 1969-1970 Appropriations Request for Operations</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[2]/c04[3]/did/unittitle, 1969-1970,"<title render=""italic"">The University of Michigan Supplemental Information to Request for Appropriations 1969-1970</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[2]/c04[4]/did/unittitle, 1970-1971,"<title render=""italic"">Request for General Fund Appropriations for Operations 1970-1971</title> [Dearborn Campus],"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[2]/c04[5]/did/unittitle, 1969-1970,"<title render=""italic"">Special Request for the Medical School, 1969-1970</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[2]/c04[6]/did/unittitle, 1970-1971,"<title render=""italic"">The Institute of Gerontology 1970-1971 Appropriations Request for Operations</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[2]/c04[7]/did/unittitle, 1971-1972,"<title render=""italic"">The Institute of Gerontology 1971-1972 Appropriations Request for Operations</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[1]/did/unittitle, 1954-1955,"<title render=""italic"">University of Michigan Five-Year Capital Outlay Program, 1954-1955 to 1958-1959</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[1]/did/unittitle, 1958-1959,"<title render=""italic"">University of Michigan Five-Year Capital Outlay Program, 1954-1955 to 1958-1959</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[2]/did/unittitle, 1956-1957,"<title render=""italic"">University of Michigan Five-Year Capital Outlay Program and 1956-1957 Appropriation Request for New Building Construction, Remodeling and Additions, and Special Maintenance</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[3]/did/unittitle, 1956-1957,"<title render=""italic"">University Hospital Five-Year Capital Outlay Program and 1956-1957 Appropriation Request for New Building Construction and Remodeling and Additions</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[4]/did/unittitle, 1957-1958,"<title render=""italic"">University of Michigan Five-Year Capital Outlay Program and 1957-1958 Appropriation Request for New Building Construction, Remodeling and Additions, and Special Maintenance</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[5]/did/unittitle, 1957-1958,"<title render=""italic"">University Hospital Five-Year Capital Outlay Program and 1957-1958 Appropriation Request for New Building Construction and Remodeling and Additions</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[6]/did/unittitle, 1958-1959,"<title render=""italic"">Capital Outlay Budget Agency Requests and Needs for the Five-Year Period Fiscal Year 1958-1959 Through 1962-1963</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[6]/did/unittitle, 1962-1963,"<title render=""italic"">Capital Outlay Budget Agency Requests and Needs for the Five-Year Period Fiscal Year 1958-1959 Through 1962-1963</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[7]/did/unittitle, 1959-1960,"<title render=""italic"">Capital Outlay Budget Agency Requests and Needs for the Five-Year Period Fiscal Year 1959-1960 Through 1963-1964</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[7]/did/unittitle, 1963-1964,"<title render=""italic"">Capital Outlay Budget Agency Requests and Needs for the Five-Year Period Fiscal Year 1959-1960 Through 1963-1964</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[8]/did/unittitle, 1960-1961,"<title render=""italic"">Capital Outlay Budget Agency Requests and Needs for the Five-Year Period Fiscal Year 1960-1961 Through 1964-1965</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[8]/did/unittitle, 1964-1965,"<title render=""italic"">Capital Outlay Budget Agency Requests and Needs for the Five-Year Period Fiscal Year 1960-1961 Through 1964-1965</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[9]/did/unittitle, 1961-1962,"<title render=""italic"">Capital Outlay Budget Agency Requests and Needs for the Five-Year Period Fiscal Year 1961-1962 Through 1965-1966</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[9]/did/unittitle, 1965-1966,"<title render=""italic"">Capital Outlay Budget Agency Requests and Needs for the Five-Year Period Fiscal Year 1961-1962 Through 1965-1966</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[10]/did/unittitle, 1962-1963,"<title render=""italic"">Capital Outlay Budget Agency Requests and Needs for the Five-Year Period Fiscal Year 1962-1963 Through 1966-1967</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[10]/did/unittitle, 1966-1967,"<title render=""italic"">Capital Outlay Budget Agency Requests and Needs for the Five-Year Period Fiscal Year 1962-1963 Through 1966-1967</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[11]/did/unittitle, 1963-1964,"<title render=""italic"">Capital Outlay Budget Agency Requests and Needs for the Five-Year Period Fiscal Year 1963-1964 Through 1967-1968</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[11]/did/unittitle, 1967-1968,"<title render=""italic"">Capital Outlay Budget Agency Requests and Needs for the Five-Year Period Fiscal Year 1963-1964 Through 1967-1968</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[12]/did/unittitle, 1964-1965,"<title render=""italic"">Capital Outlay Budget Agency Requests and Needs for the Five-Year Period Fiscal Year 1964-1965 Through 1968-1969</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[12]/did/unittitle, 1968-1969,"<title render=""italic"">Capital Outlay Budget Agency Requests and Needs for the Five-Year Period Fiscal Year 1964-1965 Through 1968-1969</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[13]/did/unittitle, 1965-1970,"<title render=""italic"">Capital Outlay Request 1965-66 Five-Year Program 1965-1970</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[14]/did/unittitle, 1966-1967,"<title render=""italic"">Capital Outlay Budget Request including The Long-Range Needs for the Five-Year Period 1966-1967 Through 1970-1971</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[14]/did/unittitle, 1970-1971,"<title render=""italic"">Capital Outlay Budget Request including The Long-Range Needs for the Five-Year Period 1966-1967 Through 1970-1971</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[15]/did/unittitle, 1967-1968,"<title render=""italic"">1967-1968 Capital Outlay Budget Request including The Long-Range Needs for the Five-Year Period 1967-1968 Through 1971-1972</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[15]/did/unittitle, 1971-1972,"<title render=""italic"">1967-1968 Capital Outlay Budget Request including The Long-Range Needs for the Five-Year Period 1967-1968 Through 1971-1972</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[16]/did/unittitle, 1968-1969,"<title render=""italic"">1968-1969 Capital Outlay Budget Request including The Long-Range Needs for the Five-Year Period 1968-1969 Through 1972-1973</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[16]/did/unittitle, 1972-1973,"<title render=""italic"">1968-1969 Capital Outlay Budget Request including The Long-Range Needs for the Five-Year Period 1968-1969 Through 1972-1973</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[17]/did/unittitle, 1969-1970,"<title render=""italic"">1969-1970 Capital Outlay Budget Request including The Long-Range Needs for Five-Year Period 1969-1970 Through 1973-1974</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[17]/did/unittitle, 1973-1974,"<title render=""italic"">1969-1970 Capital Outlay Budget Request including The Long-Range Needs for Five-Year Period 1969-1970 Through 1973-1974</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[18]/did/unittitle, 1970-1971,"<title render=""italic"">1970-1971 Capital Outlay Budget Request including The Long-Range Needs for Five-Year Period 1970-1971 Through 1974-1975</title>,  (2 volumes covering Ann Arbor, Flint, and Dearborn)"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[18]/did/unittitle, 1974-1975,"<title render=""italic"">1970-1971 Capital Outlay Budget Request including The Long-Range Needs for Five-Year Period 1970-1971 Through 1974-1975</title>,  (2 volumes covering Ann Arbor, Flint, and Dearborn)"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[19]/did/unittitle, 1971-1972,"<title render=""italic"">1971-1972 Capital Outlay Budget Request...including The Long-Range Needs for Five-Year Period 1971-1972 Through 1975-1976</title>,  (3 volumes covering Ann Arbor, Dearborn, and Flint)"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[19]/did/unittitle, 1975-1976,"<title render=""italic"">1971-1972 Capital Outlay Budget Request...including The Long-Range Needs for Five-Year Period 1971-1972 Through 1975-1976</title>,  (3 volumes covering Ann Arbor, Dearborn, and Flint)"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[20]/did/unittitle, 1972-1973,"<title render=""italic"">1972-1973 Capital Outlay Budget Request...including The Long-Range Needs for Five-Year Period 1972-1973 Through 1976-1977</title>,  (4 volumes covering Ann Arbor, Dearborn, Flint, and the Medical Center)"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[20]/did/unittitle, 1976-1977,"<title render=""italic"">1972-1973 Capital Outlay Budget Request...including The Long-Range Needs for Five-Year Period 1972-1973 Through 1976-1977</title>,  (4 volumes covering Ann Arbor, Dearborn, Flint, and the Medical Center)"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[21]/did/unittitle, 1973-1974,"<title render=""italic"">1973-1974 Capital Outlay Budget Request...including The Long-Range Needs for Five-Year Period 1973-1974 Through 1977-1978</title>,  (4 volumes)"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[21]/did/unittitle, 1977-1978,"<title render=""italic"">1973-1974 Capital Outlay Budget Request...including The Long-Range Needs for Five-Year Period 1973-1974 Through 1977-1978</title>,  (4 volumes)"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[22]/did/unittitle, 1974-1975,"<title render=""italic"">1974-1975 Capital Outlay Budget Request...including The Long-Range Needs for Five-Year Period 1974-1975 Through 1978-1979 1973</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[22]/did/unittitle, 1978-1979,"<title render=""italic"">1974-1975 Capital Outlay Budget Request...including The Long-Range Needs for Five-Year Period 1974-1975 Through 1978-1979 1973</title>"
vpcfopub.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[1]/c04[2]/did/unittitle, 1988-1989,"<title render=""italic"">Fiscal Year 1988-1989 Budget Analysis</title>,"
vpcfopub.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[2]/c04[1]/did/unittitle, 1991-1995,"FY 1991-1995 Analysis of Revenues and expenditures by Department, Part One"
vpcfopub.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[2]/c04[2]/did/unittitle, 1991-1995,"FY 1991-1995 Analysis of Revenues and expenditures by Department, Part Two"
vpdev.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[1]/c04[3]/c05[1]/did/unittitle, 1890-1930,[classes: 1890-1930]
vpdev.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[1]/c04[4]/c05[2]/did/unittitle, 1876-1964,History of class funds [classes of 1876-1964]
vpdpub.xml,/ead/archdesc/dsc/c01[1]/c02[11]/c03[6]/did/unittitle, 1984-1991,"<title render=""italic"">Development Expense History, 1984-1991</title>,"
vpdpub.xml,/ead/archdesc/dsc/c01[3]/c02[4]/c03[8]/c04[1]/c05[2]/did/unittitle, 1990-1993,"<title render=""italic"">Report: Phases I, II &amp; III, 1990-1993</title>,"
vpdpub.xml,/ead/archdesc/dsc/c01[3]/c02[4]/c03[8]/c04[5]/did/unittitle, 1990-1997,"<title render=""italic"">Strategic Plan: The Campaign for Michigan, 1990-1997</title>,"
vpminaff.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/c04[3]/did/unittitle, 1983-1991,Statistics  (includes statistics from 1983-1991)
vprpub.xml,/ead/archdesc/dsc/c01[2]/c02[18]/did/unittitle, 1986-1994,"Substance Abuse Center, 1986-1994"
vpsaff.xml,/ead/archdesc/dsc/c01[1]/did/unittitle, 1925-1946,"Joseph A. Bursley, Dean of Students  (primarily 1925-1946)"
vpsaff.xml,/ead/archdesc/dsc/c01[2]/did/unittitle, 1946-1954,"Erich A. Walter, Dean of Students and Director, Office of Student Affairs  (primarily 1946-1954)"
vpsaff.xml,/ead/archdesc/dsc/c01[3]/did/unittitle, 1954-1964,"James A. Lewis, Vice-President for Student Affairs  (primarily 1954-1964)"
vpsaff.xml,/ead/archdesc/dsc/c01[3]/c02[3]/c03[7]/did/unittitle, 1954-1958,Interfraternity Council  (primarily 1954-1958)
vpsaff.xml,/ead/archdesc/dsc/c01[3]/c02[3]/c03[8]/did/unittitle, 1954-1958,Interfraternity Council  (primarily 1954-1958) (cont.)
vpsaff.xml,/ead/archdesc/dsc/c01[4]/did/unittitle, 1964-1968,"Richard L. Cutler, Vice-President for Student Affairs  (primarily 1964-1968)"
vpsaff.xml,/ead/archdesc/dsc/c01[4]/c02[4]/did/unittitle, 1964-1968,Topical Files  (primarily 1964-1968)
vpsaff.xml,/ead/archdesc/dsc/c01[5]/did/unittitle, 1968-1970,"Barbara W. Newell, Acting Vice-President for Student Affairs  (primarily 1968-1970)"
vpsaff.xml,/ead/archdesc/dsc/c01[6]/did/unittitle, 1970-1972,"Robert L. Knauss, Vice-President for Student Services  (primarily 1970-1972)"
vpsaff.xml,/ead/archdesc/dsc/c01[6]/c02[1]/did/unittitle, 1969-1971,Historical (Subject Reference) Files  (primarily 1969-1971)
vpsaff.xml,/ead/archdesc/dsc/c01[6]/c02[2]/did/unittitle, 1970-1972,Topical Files  (primarily 1970-1972)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/did/unittitle, 1972-1985,"Henry Johnson, Vice-President of Student Services  (primarily 1972-1985)"
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[1]/did/unittitle, 1972-1973,(primarily 1972-1973)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[2]/did/unittitle, 1973-1974,(primarily 1973-1974)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[3]/did/unittitle, 1974-1975,(primarily 1974-1975)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[4]/did/unittitle, 1975-1976,(primarily 1975-1976)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[5]/did/unittitle, 1976-1977,(primarily 1976-1977)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[6]/did/unittitle, 1977-1978,(primarily 1977-1978)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[7]/did/unittitle, 1978-1979,(primarily 1978-1979)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[8]/did/unittitle, 1979-1980,(primarily 1979-1980)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[9]/did/unittitle, 1979-1980,(primarily 1979-1980) (cont.)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[10]/did/unittitle, 1980-1981,(primarily 1980-1981)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[11]/did/unittitle, 1981-1982,(primarily 1981-1982)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[12]/did/unittitle, 1982-1983,(primarily 1982-1983)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[13]/did/unittitle, 1983-1984,(primarily 1983-1984)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[14]/did/unittitle, 1984-1985,"Annual File, (primarily 1984-1985)"
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[15]/did/unittitle, 1984-1985,"Annual File, (primarily 1984-1985) (cont.)"
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[2]/c03[35]/did/unittitle, 1986-1988,Civil Liberties Board  (bulk 1986-1988)
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[2]/c03[72]/c04[32]/did/unittitle, 1949-1985,"Residence, Type of  (includes <title render=""italic"">Percentage of Students by Type of Residence, 1949-1985</title>)"
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[2]/c03[85]/c04[5]/did/unittitle, 1984-1985,"Participation Reports  (monthly, bulk 1984-1985)"
vpsaff.xml,/ead/archdesc/dsc/c01[7]/c02[2]/c03[90]/c04[1]/did/unittitle, 1982-1985,"General  (bulk, 1982-1985)"
wallm60m.xml,/ead/archdesc/dsc/c01[7]/c02[2]/c03[32]/did/unittitle, 1977-2002,"Arafat, Yasser (Transcripts 1977-2002)"
warhist.xml,/ead/archdesc/did/unittitle, 1941-1945,"<unittitle encodinganalog=""245"">War Historian (University of Michigan) records, 1941-1945."
warnermt.xml,/ead/archdesc/dsc/c01[3]/c02[5]/did/unittitle, 1948-1953,"Missions, primarily Telluride  (bulk 1948-1953) (2 folders)"
washrain.xml,/ead/archdesc/dsc/c01[2]/c02[69]/c03[48]/did/unittitle, 2001-2007,"Miscellaneous, 2001-2007(?)"
washuw.xml,/ead/archdesc/dsc/c01[1]/c02[12]/c03[2]/did/unittitle, 1942-1951,(mainly 1942-1951)
wats.xml,/ead/archdesc/dsc/c01[2]/c02[4]/did/unittitle, 1872-1922,"Workshop IV: Ideologies of Revolution, Nation, and Empire: Political Ideas, parties, and practices at the end of the Ottoman Empire, 1872-1922. Salzburg Seminar, Institute for Historical Justice and Reconciliation"
wcmpc.xml,/ead/archdesc/dsc/c01[2]/c02[12]/c03[1]/did/unittitle, 1950-1980,"<title render=""italic"">Age and sex composition of population in Washtenaw County, 1950-1980</title>, by T. Karl H. Wuersching"
wcmpc.xml,/ead/archdesc/dsc/c01[2]/c02[15]/c03[4]/did/unittitle, 1947-1967,"<title render=""italic"">The first twenty years, 1947-1967</title>"
wcmpc.xml,/ead/archdesc/dsc/c01[2]/c02[16]/c03[1]/did/unittitle, 1947-1968,"<title render=""italic"">Annotated bibliography of reports and studies of the Washtenaw County Metropolitan Planning Commission, 1947-1968</title>"
wcmpc.xml,/ead/archdesc/dsc/c01[2]/c02[18]/c03[2]/did/unittitle, 1947-1969,"<title render=""italic"">Annotated bibliography of reports and studies of the Washtenaw County Metropolitan Planning Commission, 1947-1969</title>"
wcmpc.xml,/ead/archdesc/dsc/c01[2]/c02[25]/c03[2]/did/unittitle, 1970-2000,"<title render=""italic"">Washtenaw County household and population forecasts, 1970-2000 based upon the Washtenaw County Land Use Policies Plan</title>"
